iter	Logloss
148	0.482323099
149	0.4817277018
150	0.4812412695
151	0.4805392187
152	0.4802757943
153	0.4798661719
154	0.4791782096
155	0.4786403971
156	0.4782902279
157	0.4777827604
158	0.4774496224
159	0.4773629232
160	0.4772337109
161	0.4771421094
162	0.4767283724
163	0.4763664518
164	0.4761572526
165	0.4758493099
166	0.4757414258
167	0.4756517578
168	0.4755043229
169	0.4752700195
170	0.4751386263
171	0.4746092122
172	0.4740342188
173	0.473213724
174	0.4731010677
175	0.4721884635
176	0.4718103906
177	0.4712848763
178	0.4706963672
179	0.4701186328
180	0.469691263
181	0.4692067904
182	0.4688027865
183	0.4685114193
184	0.467653138
185	0.467015944
186	0.4664885938
187	0.4660503776
188	0.4655415299
189	0.4649578711
190	0.4646467122
191	0.4639319727
192	0.4635506315
193	0.4634640169
194	0.4630123047
195	0.4623772852
196	0.4619730208
197	0.4615531706
198	0.4610020378
199	0.4604754688
200	0.4603775521
201	0.4600046875
202	0.4591116732
203	0.4584813932
204	0.4580060938
205	0.4576199479
206	0.4573811589
207	0.4566552474
208	0.4563304297
209	0.4561842122
210	0.456073099
211	0.4555466667
212	0.4549262044
213	0.4542702799
214	0.4537909049
215	0.4532200391
216	0.4528219466
217	0.4524075651
218	0.4517787109
219	0.4512623828
220	0.4506995475
221	0.4500204753
222	0.4492427344
223	0.4486879232
224	0.4483210482
225	0.4477852344
226	0.447502959
227	0.4471854655
228	0.4467533952
229	0.4462371484
230	0.4461461296
231	0.4458796615
232	0.4458146615
233	0.4454825098
234	0.4449223535
235	0.444287627
236	0.4437442546
237	0.4433432943
238	0.442640179
239	0.4421806836
240	0.4419508431
241	0.4414991732
242	0.4413029395
243	0.4408236361
244	0.4407356901
245	0.4403511816
246	0.4398629232
247	0.4394416992
248	0.4393674902
249	0.4388415169
250	0.4387736165
251	0.438195957
252	0.4378263639
253	0.4377642025
254	0.4376912728
255	0.437644209
256	0.4375973307
257	0.4373869108
258	0.4371124479
259	0.4367025944
260	0.436472972
261	0.4363811882
262	0.4357357227
263	0.4354540039
264	0.4351594629
265	0.4348871419
266	0.4343924316
267	0.4340628027
268	0.4335570182
269	0.4331734049
270	0.4329389844
271	0.4326927897
272	0.4323721029
273	0.4320593848
274	0.4318394499
275	0.4315190007
276	0.4310375846
277	0.430479528
278	0.4298763021
279	0.4293550911
280	0.4289662077
281	0.4284522884
282	0.4280611882
283	0.4277687695
284	0.4276585677
285	0.4271913021
286	0.4268249154
287	0.4266043945
288	0.4265002669
289	0.4263946354
290	0.4262690755
291	0.4256852799
292	0.4250459115
293	0.4248502441
294	0.4245205664
295	0.424274707
296	0.4238167708
297	0.4233626888
298	0.4231504785
299	0.4228662272
300	0.4227948861
301	0.4227476823
302	0.4226932161
303	0.4226222266
304	0.421859834
305	0.4214166602
306	0.4208872917
307	0.4199677832
308	0.4195716374
309	0.4192530599
310	0.4188111882
311	0.4184647201
312	0.4178384115
313	0.4173448861
314	0.4169519564
315	0.4166971354
316	0.4162110872
317	0.4158057357
318	0.4155459733
319	0.4152282454
320	0.4151577572
321	0.4147391895
322	0.4143828483
323	0.4141939746
324	0.4138721647
325	0.4138236491
326	0.4137282064
327	0.4134709668
328	0.4131587337
329	0.4128287305
330	0.4125250488
331	0.4118751628
332	0.4115441341
333	0.4114779004
334	0.4111834115
335	0.4109275
336	0.4108290397
337	0.4107494206
338	0.4106180143
339	0.4104126465
340	0.4101285677
341	0.4100283561
342	0.4098052962
343	0.409453737
344	0.4092499414
345	0.4089815723
346	0.4088407064
347	0.4085787826
348	0.4084845898
349	0.4082638151
350	0.4082084538
351	0.4081568522
352	0.40793236
353	0.407887321
354	0.4078414746
355	0.4077711198
356	0.4077066243
357	0.4075160677
358	0.4074510286
359	0.4072536719
360	0.4069494661
361	0.4068528223
362	0.4063048503
363	0.4059034017
364	0.40583625
365	0.4057836719
366	0.4055276595
367	0.4054695345
368	0.405394362
369	0.4053604525
370	0.4052933138
371	0.4049409766
372	0.4049028353
373	0.404571862
374	0.4044987728
375	0.4041539583
376	0.4037980143
377	0.4035484473
378	0.4032655339
379	0.4029744076
380	0.402731543
381	0.4026544206
382	0.4021609505
383	0.4018028776
384	0.4013836035
385	0.4012126074
386	0.4006388053
387	0.4002848828
388	0.399989847
389	0.3997715495
390	0.3995588574
391	0.399305931
392	0.3990023568
393	0.3987919824
394	0.3984423698
395	0.3982243978
396	0.3981607454
397	0.3977275488
398	0.3973310221
399	0.3970797754
400	0.3967284961
401	0.3964356803
402	0.3962558366
403	0.3959495898
404	0.3956948503
405	0.39528986
406	0.3950242611
407	0.3947604492
408	0.3944467676
409	0.3941686914
410	0.3939537467
411	0.3937418099
412	0.3935479948
413	0.3934973372
414	0.3934315137
415	0.3933620345
416	0.3933145573
417	0.3932367448
418	0.3931994238
419	0.3931529036
420	0.3930962891
421	0.3930226367
422	0.3926940592
423	0.392381263
424	0.392078623
425	0.3916658301
426	0.3914531055
427	0.3911251074
428	0.3906324414
429	0.3901246159
430	0.3898119596
431	0.3895949674
432	0.3892726921
433	0.3892338118
434	0.3889396549
435	0.3888970964
436	0.3887084668
437	0.3886415234
438	0.3883362467
439	0.3882965365
440	0.388152041
441	0.3876285677
442	0.3870634896
443	0.3866839941
444	0.386399668
445	0.3861444629
446	0.3859050553
447	0.3857217415
448	0.385699821
449	0.3854251107
450	0.3853703353
451	0.3849584766
452	0.3849088086
453	0.3847736523
454	0.3847205924
455	0.3844178776
456	0.3841092155
457	0.3835750781
458	0.3832362435
459	0.3828080957
460	0.3824936198
461	0.3821332292
462	0.3819837174
463	0.381627819
464	0.3812389746
465	0.3808355566
466	0.3804649707
467	0.3800968652
468	0.3798157487
469	0.3795888184
470	0.3792871517
471	0.3789367025
472	0.3787311654
473	0.3783324089
474	0.378087373
475	0.3775731673
476	0.3772994824
477	0.3769891309
478	0.3765566569
479	0.3762013086
480	0.3756713053
481	0.3753763639
482	0.3752062207
483	0.3749454492
484	0.3747558919
485	0.3744738965
486	0.3740707194
487	0.3737597526
488	0.3733827637
489	0.3730083561
490	0.3726976237
491	0.3724176204
492	0.3723542773
493	0.3722149089
494	0.3718874447
495	0.3715107487
496	0.3712448926
497	0.3711435612
498	0.3708026562
499	0.3704899935
500	0.3700527409
501	0.3696651204
502	0.3696163053
503	0.3694213379
504	0.3693593132
505	0.3692364518
506	0.3688351237
507	0.3687991178
508	0.3685710775
509	0.3683862272
510	0.3681011914
511	0.3678116211
512	0.3673525456
513	0.3670842415
514	0.3667252995
515	0.3664394759
516	0.3661503027
517	0.365811403
518	0.3654757357
519	0.3651559733
520	0.3650241341
521	0.3648743262
522	0.3647548242
523	0.364472487
524	0.3643333822
525	0.3641578353
526	0.3637395833
527	0.3630882096
528	0.3626103581
529	0.3621269727
530	0.3619854264
531	0.3616914225
532	0.3615090202
533	0.3613336296
534	0.3611672852
535	0.3607940885
536	0.360757002
537	0.3605446745
538	0.3604801302
539	0.3604423665
540	0.3599414518
541	0.3597220117
542	0.3593275326
543	0.3591581087
544	0.3589433952
545	0.3587980827
546	0.3584250586
547	0.3581224805
548	0.3579335026
549	0.3571704622
550	0.3568355111
551	0.3566080013
552	0.3564664941
553	0.3560197266
554	0.3556763249
555	0.3555724544
556	0.3554821387
557	0.3554602116
558	0.3554274837
559	0.3551300163
560	0.3548630859
561	0.3548170768
562	0.3547690527
563	0.3545788932
564	0.3543399023
565	0.3540708984
566	0.3540154818
567	0.3538257064
568	0.3538041016
569	0.3537591048
570	0.3537109017
571	0.3536727148
572	0.3536315658
573	0.3535918848
574	0.353439235
575	0.3531044759
576	0.3530798372
577	0.3529566471
578	0.3529057259
579	0.3527112012
580	0.3524998112
581	0.352302806
582	0.3520916211
583	0.3518874935
584	0.3516610059
585	0.3516275
586	0.351352028
587	0.3513035026
588	0.3512632617
589	0.3510306413
590	0.3507763932
591	0.350517373
592	0.3500448145
593	0.3498984505
594	0.3498739486
595	0.3497260742
596	0.3494695866
597	0.3492257194
598	0.349033584
599	0.3488138477
600	0.3486426074
601	0.3483516634
602	0.3481280078
603	0.3479304395
604	0.3476430566
605	0.3474577832
606	0.3473054199
607	0.347096123
608	0.3467031315
609	0.3464985514
610	0.3463401497
611	0.3459783496
612	0.3457067741
613	0.3454649284
614	0.3452175488
615	0.3449752539
616	0.344793763
617	0.3443498047
618	0.344149974
619	0.3439359473
620	0.3436451074
621	0.3435127246
622	0.3432458431
623	0.3431784017
624	0.3429310124
625	0.3426133984
626	0.342385625
627	0.3422042676
628	0.342099847
629	0.3419265723
630	0.3415242969
631	0.3412140788
632	0.3411544824
633	0.3410014258
634	0.3406995964
635	0.3404727799
636	0.3401964095
637	0.3398876432
638	0.339738151
639	0.3395695345
640	0.3392988607
641	0.338951123
642	0.3387558366
643	0.3384347461
644	0.338058763
645	0.3378341504
646	0.3376341471
647	0.3373516797
648	0.337076748
649	0.3367494987
650	0.3365675553
651	0.3363066178
652	0.3361007129
653	0.3359246452
654	0.3356550391
655	0.3354444824
656	0.335150127
657	0.3349658431
658	0.3348352767
659	0.334692793
660	0.3345389193
661	0.3344993555
662	0.3343363444
663	0.3341687077
664	0.3339884212
665	0.3338548177
666	0.3335761263
667	0.3334246875
668	0.3331733105
669	0.3328274577
670	0.3327226432
671	0.3326386556
672	0.3325787467
673	0.3323325098
674	0.3321645801
675	0.3321140397
676	0.3319072559
677	0.3316943359
678	0.3314645833
679	0.3313758073
680	0.3311548177
681	0.3308785286
682	0.3308361816
683	0.3307879557
684	0.3307354362
685	0.3307047331
686	0.3306633138
687	0.3305425879
688	0.33044014
689	0.3302560352
690	0.3300135449
691	0.3297666536
692	0.3295942676
693	0.3293973275
694	0.3292940918
695	0.3290759375
696	0.3289716146
697	0.3289388444
698	0.3288949447
699	0.3285838965
700	0.3283324642
701	0.3281624382
702	0.3279616602
703	0.3277752311
704	0.3277313346
705	0.3277004557
706	0.3276620378
707	0.3273580371
708	0.3272851074
709	0.3271963965
710	0.3271737207
711	0.3271486035
712	0.3271239225
713	0.3271010189
714	0.3270819564
715	0.3270605534
716	0.3270308626
717	0.3270091178
718	0.326924847
719	0.326876263
720	0.3267835319
721	0.3265969824
722	0.3263587858
723	0.3260670671
724	0.3257619076
725	0.3255982454
726	0.3254610352
727	0.3253735612
728	0.3251740592
729	0.3249643294
730	0.3247307715
731	0.3245989941
732	0.3243383431
733	0.3241933008
734	0.32399375
735	0.3238100553
736	0.3236783626
737	0.3236528483
738	0.3235428353
739	0.3234915039
740	0.3232830924
741	0.3232314681
742	0.3230816211
743	0.3228907878
744	0.3228408105
745	0.3228256576
746	0.3226687988
747	0.3225234766
748	0.3224111328
749	0.3222426758
750	0.3220653939
751	0.3218411849
752	0.3216755273
753	0.3214609635
754	0.3212572526
755	0.3211362533
756	0.3209676204
757	0.3207480794
758	0.3204611784
759	0.3203391406
760	0.3200699251
761	0.3198377051
762	0.3197156641
763	0.3195807324
764	0.3194997656
765	0.3193023535
766	0.3189320996
767	0.3187393262
768	0.3185784701
769	0.3183936035
770	0.3182468197
771	0.3181042904
772	0.3179659993
773	0.3179362337
774	0.3178855599
775	0.3178308105
776	0.3177215234
777	0.3174270703
778	0.3173354688
779	0.3171817578
780	0.3170450456
781	0.3169546354
782	0.3167090592
783	0.3166624577
784	0.3165037728
785	0.3163219564
786	0.3161577507
787	0.3160460579
788	0.3159289128
789	0.3158412272
790	0.3157305501
791	0.3157019629
792	0.3155252995
793	0.315496429
794	0.3153636426
795	0.3153416243
796	0.3150774642
797	0.3148011589
798	0.3147486719
799	0.3146458919
800	0.3145480208
801	0.3145015723
802	0.3143012891
803	0.3141003125
804	0.3138224414
805	0.3135724902
806	0.3134107227
807	0.3132461621
808	0.3132233789
809	0.3131190885
810	0.3130808073
811	0.3129300293
812	0.3126838444
813	0.3125768815
814	0.3123216374
815	0.3121459408
816	0.3119657357
817	0.3118316309
818	0.3117146322
819	0.3114336784
820	0.3111571354
821	0.3111110319
822	0.3109714551
823	0.310879987
824	0.3107706803
825	0.3106394564
826	0.310613457
827	0.3103754948
828	0.3100821517
829	0.3098433952
830	0.3097188542
831	0.3095636003
832	0.3093640234
833	0.3093036621
834	0.3089584538
835	0.3086621029
836	0.308465446
837	0.308315498
838	0.3081141406
839	0.3080148698
840	0.3079831999
841	0.307681097
842	0.3076421191
843	0.3075918978
844	0.3074627734
845	0.3074227051
846	0.3072955599
847	0.3072557031
848	0.3072350846
849	0.3072200195
850	0.3069168229
851	0.3067830143
852	0.3067385189
853	0.3066477344
854	0.3064405469
855	0.3064146908
856	0.3063862044
857	0.3063684277
858	0.3063443424
859	0.3063149935
860	0.3062952311
861	0.3062669531
862	0.3061919792
863	0.3061040625
864	0.3060796549
865	0.3059542253
866	0.3058811589
867	0.3058645378
868	0.3056998437
869	0.305546748
870	0.3055271582
871	0.3054947103
872	0.3054847721
873	0.3054617741
874	0.3053870703
875	0.3053350651
876	0.3052704525
877	0.3052185775
878	0.3051215527
879	0.3050973665
880	0.3050812533
881	0.3050520964
882	0.3049203027
883	0.3048919206
884	0.3047536328
885	0.3047361686
886	0.304599821
887	0.3045837402
888	0.3045583952
889	0.3044633691
890	0.3044108464
891	0.3043877279
892	0.3043027604
893	0.3041777669
894	0.3041322949
895	0.3041162728
896	0.3040998503
897	0.3040732845
898	0.3039064388
899	0.303785013
900	0.3037352702
901	0.3036317708
902	0.303616123
903	0.303503444
904	0.3034725977
905	0.3034575456
906	0.3034390983
907	0.3034161816
908	0.3032179297
909	0.3031065202
910	0.3028976367
911	0.3027610221
912	0.3025456608
913	0.3022841634
914	0.3021246061
915	0.3020318978
916	0.3019683887
917	0.3017630208
918	0.3016640853
919	0.3014693229
920	0.301325485
921	0.3010480208
922	0.3009255241
923	0.3009076693
924	0.3007848568
925	0.3005142773
926	0.3003346875
927	0.3002672852
928	0.3000863021
929	0.2998307422
930	0.2995544531
931	0.2994643164
932	0.2993194043
933	0.2991473535
934	0.2989401693
935	0.2986364095
936	0.2985239258
937	0.2983671159
938	0.2982953581
939	0.2981057454
940	0.2979137337
941	0.2977624577
942	0.2975355534
943	0.2974441081
944	0.2973657878
945	0.297228444
946	0.2971975684
947	0.2971800814
948	0.2970753483
949	0.2968193783
950	0.2967974023
951	0.296577194
952	0.2964736035
953	0.2963923372
954	0.2962509049
955	0.2962357324
956	0.2960116471
957	0.2959554036
958	0.2956619564
959	0.2956280859
960	0.2956046257
961	0.2955393815
962	0.2955163379
963	0.2952621842
964	0.2951236361
965	0.2950005729
966	0.2948020182
967	0.2947513346
968	0.2945885254
969	0.294446901
970	0.2943749056
971	0.2943499447
972	0.2941266602
973	0.2939711947
974	0.2939399349
975	0.2937279818
976	0.2935375684
977	0.2935115885
978	0.2933641439
979	0.2932698014
980	0.2930361979
981	0.2927171126
982	0.2925566732
983	0.2924117773
984	0.2922116178
985	0.2919724414
986	0.2918454492
987	0.2917104329
988	0.291558737
989	0.2913691406
990	0.2912385059
991	0.2911735286
992	0.2909568978
993	0.2908110742
994	0.2906874512
995	0.2906181738
996	0.2905894694
997	0.2905294434
998	0.2903876367
999	0.2901488216
