iter	Passed	Remaining
189	71222	303633
190	71636	303421
191	72023	303097
192	72398	302724
193	72736	302191
194	73107	301801
195	73486	301446
196	73870	301106
197	74307	300983
198	74682	300607
199	75080	300321
200	75418	299797
201	75801	299454
202	76188	299123
203	76592	298859
204	76973	298508
205	77391	298294
206	77739	297813
207	78135	297515
208	78503	297110
209	78898	296808
210	79177	296071
211	79584	295813
212	79993	295561
213	80416	295361
214	80803	295027
215	81186	294678
216	81566	294316
217	81969	294038
218	82364	293727
219	82766	293445
220	83186	293223
221	83609	293008
222	83988	292642
223	84372	292289
224	84737	291873
225	85126	291539
226	85513	291197
227	85923	290932
228	86288	290517
229	86690	290224
230	87010	289658
231	87440	289459
232	87752	288866
233	88126	288483
234	88538	288221
235	88925	287877
236	89301	287498
237	89677	287118
238	90149	287044
239	90585	286853
240	90956	286455
241	91339	286095
242	91697	285659
243	92084	285309
244	92387	284703
245	92775	284360
246	93173	284048
247	93566	283717
248	93871	283122
249	94252	282756
250	94575	282219
251	94982	281931
252	95413	281714
253	95725	281146
254	96082	280711
255	96457	280328
256	96816	279902
257	97221	279605
258	97573	279157
259	97969	278836
260	98351	278473
261	98723	278084
262	99147	277837
263	99511	277426
264	99864	276981
265	100250	276631
266	100656	276334
267	101033	275956
268	101418	275602
269	101779	275182
270	102156	274804
271	102528	274414
272	102840	273865
273	103233	273531
274	103623	273188
275	104071	272998
276	104469	272676
277	104878	272383
278	105305	272134
279	105705	271815
280	106071	271408
281	106467	271075
282	106831	270665
283	107226	270331
284	107572	269875
285	107986	269587
286	108386	269267
287	108773	268911
288	109117	268452
289	109488	268058
290	109893	267747
291	110303	267447
292	110735	267202
293	111091	266769
294	111466	266385
295	111852	266026
296	112316	265853
297	112713	265520
298	113163	265309
299	113565	264985
300	113899	264504
301	114211	263972
302	114520	263435
303	114837	262916
304	115237	262591
305	115638	262266
306	116039	261940
307	116453	261643
308	116861	261330
309	117277	261037
310	117716	260793
311	118119	260469
312	118568	260244
313	119041	260070
314	119513	259893
315	119942	259622
316	120311	259220
317	120714	258889
318	121125	258577
319	121539	258270
320	121879	257808
321	122293	257499
322	122690	257155
323	123060	256756
324	123463	256424
325	123792	255939
326	124083	255375
327	124466	255004
328	124832	254597
329	125253	254303
330	125666	253991
331	126063	253646
332	126467	253314
333	126776	252793
334	127128	252359
335	127517	251998
336	127829	251486
337	128152	250996
338	128517	250591
339	128897	250211
340	129262	249806
341	129621	249388
342	130020	249048
343	130373	248618
344	130734	248206
345	131106	247814
346	131461	247390
347	131851	247032
348	132151	246505
349	132553	246171
350	132889	245712
351	133223	245253
352	133596	244863
353	133934	244412
354	134279	243972
355	134622	243530
356	134983	243120
357	135345	242715
358	135646	242198
359	136014	241802
360	136378	241402
361	136694	240915
362	137108	240600
363	137504	240254
364	137894	239898
365	138288	239549
366	138659	239158
367	139019	238750
368	139420	238413
369	139840	238107
370	140205	237706
371	140716	237554
372	141099	237183
373	141446	236753
374	141825	236375
375	142224	236031
376	142647	235727
377	142991	235293
378	143428	235011
379	143825	234661
380	144211	234296
381	144581	233903
382	145001	233593
383	145505	233415
384	145959	233156
385	146359	232810
386	146745	232441
387	147128	232068
388	147506	231687
389	147861	231271
390	148234	230882
391	148643	230548
392	149015	230159
393	149406	229797
394	149783	229414
395	150172	229050
396	150509	228608
397	150912	228264
398	151330	227943
399	151727	227591
400	152138	227258
401	152522	226886
402	152890	226490
403	153283	226131
404	153662	225751
405	154052	225387
406	154443	225024
407	154820	224641
408	155182	224236
409	155549	223839
410	155906	223427
411	156298	223067
412	156660	222662
413	157007	222237
414	157358	221818
415	157671	221346
416	158048	220965
417	158374	220511
418	158682	220034
419	159009	219584
420	159346	219149
421	159674	218701
422	160055	218326
423	160454	217975
424	160883	217665
425	161278	217309
426	161671	216950
427	162100	216638
428	162489	216273
429	162994	216061
430	163387	215701
431	163782	215344
432	164226	215049
433	164550	214597
434	164949	214245
435	165296	213824
436	165621	213375
437	165975	212964
438	166374	212611
439	166723	212193
440	167120	211836
441	167547	211519
442	167960	211182
443	168373	210846
444	168727	210435
445	169175	210141
446	169599	209818
447	170005	209471
448	170368	209070
449	170789	208742
450	171119	208303
451	171597	208042
452	171904	207576
453	172264	207173
454	172682	206839
455	173100	206506
456	173492	206140
457	173900	205795
458	174285	205421
459	174675	205053
460	175071	204692
461	175460	204323
462	175862	203970
463	176257	203607
464	176656	203250
465	177073	202912
466	177455	202535
467	177874	202199
468	178284	201852
469	178689	201501
470	179072	201124
471	179467	200760
472	179856	200390
473	180251	200025
474	180645	199660
475	181047	199304
476	181446	198944
477	181845	198584
478	182239	198219
479	182626	197845
480	183036	197496
481	183451	197153
482	183834	196775
483	184251	196433
484	184630	196051
485	185034	195694
486	185450	195351
487	185894	195036
488	186288	194670
489	186661	194280
490	187006	193861
491	187403	193497
492	187726	193057
493	188089	192658
494	188462	192270
495	188871	191917
496	189284	191569
497	189637	191161
498	190030	190791
499	190396	190396
500	190793	190032
501	191201	189677
502	191466	189182
503	191843	188798
504	192142	188337
505	192476	187911
506	192847	187521
507	193176	187092
508	193554	186709
509	193932	186326
510	194285	185921
511	194665	185540
512	195041	185156
513	195397	184753
514	195813	184406
515	196243	184073
516	196609	183679
517	197023	183330
518	197442	182985
519	197860	182640
520	198235	182254
521	198593	181854
522	198939	181441
523	199350	181089
524	199770	180744
525	200108	180326
526	200524	179977
527	200927	179616
528	201328	179254
529	201706	178871
530	202080	178485
531	202487	178128
532	202853	177734
533	203216	177338
534	203561	176926
535	203959	176562
536	204287	176136
537	204661	175749
538	205012	175344
539	205377	174951
540	205786	174594
541	206191	174235
542	206568	173852
543	206995	173510
544	207382	173135
545	207780	172769
546	208185	172409
547	208672	172116
548	209085	171762
549	209492	171402
550	209891	171037
551	210265	170650
552	210632	170257
553	211053	169909
554	211457	169546
555	211822	169153
556	212190	168762
557	212525	168344
558	212844	167914
559	213220	167530
560	213616	167161
561	213941	166737
562	214269	166315
563	214638	165926
564	214987	165521
565	215375	165146
566	215695	164719
567	216053	164322
568	216385	163905
569	216697	163473
570	217030	163058
571	217329	162617
572	217668	162206
573	218014	161801
574	218444	161458
575	218864	161108
576	219234	160721
577	219623	160347
578	219970	159943
579	220368	159577
580	220766	159210
581	221128	158817
582	221525	158449
583	221941	158095
584	222342	157730
585	222684	157323
586	223098	156966
587	223463	156576
588	223791	156160
589	224157	155770
590	224577	155417
591	224958	155038
592	225365	154677
593	225753	154303
594	226013	153841
595	226386	153456
596	226749	153065
597	227212	152741
598	227619	152379
599	227982	151988
600	228377	151618
601	228773	151248
602	229157	150871
603	229557	150504
604	229940	150126
605	230344	149761
606	230704	149368
607	231095	148995
608	231534	148653
609	231918	148275
610	232271	147878
611	232678	147515
612	233088	147153
613	233478	146779
614	233899	146424
615	234286	146049
616	234657	145662
617	235050	145290
618	235415	144900
619	235787	144515
620	236194	144150
621	236543	143751
622	236944	143383
623	237258	142963
624	237612	142567
625	238026	142207
626	238416	141833
627	238773	141439
628	239127	141043
629	239481	140647
630	239837	140253
631	240218	139874
632	240522	139449
633	240918	139078
634	241302	138701
635	241709	138336
636	242089	137956
637	242491	137589
638	242861	137203
639	243185	136791
640	243585	136422
641	243977	136049
642	244353	135667
643	244762	135303
644	245182	134945
645	245580	134574
646	245983	134207
647	246388	133840
648	246799	133477
649	247204	133110
650	247631	132754
651	248029	132383
652	248420	132009
653	248791	131623
654	249408	131368
655	249788	130986
656	250193	130618
657	250614	130258
658	250985	129872
659	251389	129503
660	251770	129122
661	252085	128708
662	252463	128326
663	252850	127948
664	253376	127641
665	253763	127262
666	254128	126873
667	254519	126497
668	254937	126135
669	255325	125757
670	255728	125387
671	256095	124999
672	256418	124589
673	256787	124203
674	257163	123819
675	257473	123404
676	257861	123026
677	258259	122654
678	258643	122274
679	259038	121900
680	259388	121505
681	259773	121125
682	260065	120703
683	260401	120302
684	260733	119899
685	261045	119487
686	261382	119086
687	261752	118701
688	262122	118316
689	262490	117930
690	262901	117563
691	263314	117197
692	263687	116814
693	264122	116457
694	264490	116071
695	264907	115706
696	265271	115318
697	265619	114923
698	265988	114538
699	266422	114180
700	266829	113811
701	267212	113431
702	267610	113058
703	267962	112666
704	268281	112259
705	268632	111866
706	268997	111479
707	269389	111104
708	269743	110712
709	270083	110315
710	270396	109908
711	270756	109519
712	271091	109121
713	271415	108718
714	271718	108307
715	272037	107902
716	272364	107502
717	272710	107109
718	273080	106725
719	273425	106332
720	273800	105950
721	274217	105585
722	274615	105212
723	275028	104844
724	275390	104458
725	275760	104074
726	276146	103697
727	276481	103300
728	276828	102908
729	277269	102551
730	277677	102182
731	278111	101822
732	278465	101432
733	278817	101042
734	279168	100652
735	279545	100271
736	279917	99888
737	280246	99491
738	280571	99092
739	280921	98702
740	281298	98321
741	281626	97924
742	281976	97534
743	282361	97156
744	282660	96749
745	282986	96351
746	283344	95965
747	283687	95573
748	284053	95190
749	284412	94804
750	284794	94425
751	285174	94046
752	285542	93663
753	285903	93278
754	286263	92893
755	286611	92504
756	286986	92123
757	287375	91747
758	287751	91367
759	288139	90991
760	288564	90626
761	288943	90247
762	289336	89872
763	289716	89493
764	290116	89120
765	290512	88746
766	290895	88368
767	291279	87990
768	291650	87609
769	292021	87227
770	292398	86847
771	292760	86462
772	293164	86090
773	293500	85698
774	293830	85305
775	294145	84907
776	294495	84520
777	294905	84150
778	295288	83772
779	295667	83393
780	296011	83004
781	296420	82633
782	296819	82260
783	297148	81867
784	297520	81486
785	297893	81105
786	298261	80723
787	298613	80337
788	298955	79948
789	299305	79562
790	299667	79178
791	300040	78798
792	300434	78423
793	300770	78033
794	301164	77658
795	301531	77276
796	301899	76895
797	302307	76523
798	302624	76129
799	303009	75752
800	303358	75366
801	303716	74982
802	304075	74598
803	304502	74232
804	304886	73854
805	305294	73482
806	305650	73098
807	305994	72711
808	306331	72323
809	306694	71940
810	306992	71543
811	307359	71162
812	307762	70789
813	308114	70404
814	308495	70026
815	308894	69652
816	309267	69272
817	309671	68900
818	310055	68522
819	310467	68151
820	310874	67779
821	311286	67407
822	311683	67032
823	312049	66651
824	312387	66263
825	312754	65882
826	313109	65499
827	313513	65125
828	313903	64749
829	314308	64376
830	314690	63998
831	315088	63623
832	315462	63243
833	315807	62858
834	316208	62484
835	316605	62109
836	317012	61735
837	317393	61357
838	317775	60979
839	318184	60606
840	318518	60219
841	318926	59846
842	319270	59460
843	319632	59078
844	320048	58707
845	320356	58315
846	320727	57935
847	321039	57544
848	321371	57158
849	321695	56769
850	322088	56393
851	322460	56014
852	322818	55632
853	323200	55254
854	323636	54885
855	323985	54502
856	324355	54122
857	324732	53743
858	325106	53364
859	325496	52987
860	325837	52603
861	326179	52219
862	326539	51837
863	326895	51455
864	327257	51074
865	327650	50698
866	327967	50311
867	328314	49928
868	328708	49552
869	329109	49177
870	329427	48789
871	329835	48416
872	330177	48032
873	330535	47651
874	330945	47277
875	331280	46893
876	331602	46507
877	331944	46124
878	332348	45749
879	332704	45368
880	333015	44981
881	333381	44602
882	333774	44226
883	334118	43843
884	334519	43468
885	334855	43085
886	335253	42709
887	335564	42323
888	335878	41937
889	336238	41557
890	336577	41174
891	336940	40795
892	337313	40417
893	337714	40042
894	338072	39662
895	338416	39280
896	338713	38893
897	339083	38515
898	339443	38135
899	339834	37759
900	340190	37379
901	340543	36999
902	340877	36616
903	341254	36239
904	341599	35858
905	341931	35476
906	342261	35094
907	342602	34713
908	342977	34335
909	343353	33958
910	343750	33582
911	344126	33205
912	344520	32829
913	345387	32498
914	345754	32119
915	346123	31740
916	346482	31361
917	346879	30984
918	347247	30606
919	347633	30229
920	348091	29858
921	348515	29483
922	348867	29103
923	349217	28723
924	349619	28347
925	349981	27968
926	350351	27589
927	350715	27210
928	351071	26831
929	351465	26454
930	351883	26079
931	352268	25701
932	352638	25323
933	353023	24945
934	353441	24570
935	353839	24194
936	354226	23816
937	354647	23441
938	354996	23061
939	355398	22684
940	355764	22306
941	356138	21927
942	356546	21551
943	356926	21173
944	357371	20799
945	357847	20426
946	358202	20047
947	358605	19670
948	359037	19294
949	359474	18919
950	359799	18538
951	360207	18161
952	360589	17783
953	360992	17406
954	361418	17030
955	361780	16651
956	362202	16274
957	362528	15893
958	362941	15516
959	363289	15137
960	363604	14756
961	363962	14376
962	364320	13997
963	364734	13620
964	365405	13253
965	365803	12875
966	366205	12497
967	366533	12116
968	366931	11738
969	367357	11361
970	367725	10982
971	368035	10601
972	368427	10223
973	368826	9845
974	369180	9466
975	369570	9087
976	369962	8709
977	370339	8330
978	370711	7951
979	371118	7573
980	371507	7195
981	371938	6817
982	372340	6439
983	372713	6060
984	373096	5681
985	373477	5302
986	373861	4924
987	374232	4545
988	374596	4166
989	374967	3787
990	375311	3408
991	375698	3029
992	376069	2651
993	376437	2272
994	376793	1893
995	377134	1514
996	377453	1135
997	377800	757
998	378188	378
999	378562	0
